date,value,ws,wd
2018-11-02 22:00:00,168.77,6.35,114.0
2018-11-02 23:00:00,196.92333333333332,6.35,126.0
2018-11-03 00:00:00,212.24666666666667,6.27,121.0
2018-11-03 01:00:00,201.25666666666666,6.36,105.0
2018-11-03 02:00:00,190.69000000000003,6.36,105.0
2018-11-03 03:00:00,163.985,5.8,105.0
2018-11-03 04:00:00,132.45499999999998,5.8,105.0
2018-11-03 05:00:00,140.09333333333333,3.85,85.0
2018-11-03 06:00:00,136.17666666666665,3.36,41.0
2018-11-03 07:00:00,134.62,3.62,93.0
2018-11-03 08:00:00,126.475,6.29,109.0
2018-11-03 09:00:00,119.24,6.55,97.0
2018-11-03 10:00:00,130.905,6.98,85.0
2018-11-03 11:00:00,130.84333333333333,7.05,87.0
2018-11-03 12:00:00,114.82,7.11,85.0
2018-11-03 13:00:00,103.70333333333333,7.96,82.0
2018-11-03 14:00:00,107.11749999999999,9.03,97.0
2018-11-03 15:00:00,105.8,10.03,93.0
2018-11-03 16:00:00,103.64,9.49,76.0
2018-11-03 17:00:00,103.59,8.66,68.0
2018-11-03 18:00:00,126.3725,8.84,89.0
2018-11-03 19:00:00,83.46000000000001,10.29,106.0
2018-11-03 20:00:00,66.685,10.21,113.0
2018-11-07 00:00:00,147.505,5.23,264.0
2018-11-07 01:00:00,101.43666666666667,4.02,270.0
2018-11-07 02:00:00,124.50333333333333,3.31,260.0
2018-11-07 03:00:00,134.36,1.68,251.0
2018-11-07 04:00:00,129.60000000000002,2.34,221.0
2018-11-07 05:00:00,115.71666666666665,4.69,221.0
2018-11-07 06:00:00,90.94999999999999,5.18,231.0
2018-11-07 07:00:00,79.25,4.9,242.0
2018-11-07 08:00:00,81.5675,4.57,237.0
2018-11-07 09:00:00,69.93333333333332,4.74,252.0
2018-11-07 10:00:00,47.07,4.18,271.0
2018-11-07 11:00:00,49.35333333333333,4.47,271.0
2018-11-07 12:00:00,56.98333333333333,7.33,269.0
2018-11-07 13:00:00,67.71333333333332,7.18,276.0
2018-11-07 14:00:00,92.58666666666666,7.31,285.0
2018-11-07 15:00:00,137.60666666666668,8.8,278.0
2018-11-07 16:00:00,346.17333333333335,7.47,276.0
2018-11-07 17:00:00,324.65,4.93,274.0
2018-11-07 18:00:00,287.65,3.5,270.0
2018-11-07 19:00:00,462.78999999999996,1.75,270.0
2018-11-07 20:00:00,514.1666666666666,0.0,0.0
2018-11-07 21:00:00,512.5833333333334,0.0,0.0
2018-11-07 22:00:00,635.1899999999999,0.0,0.0
2018-11-07 23:00:00,907.205,0.0,0.0
2018-11-08 00:00:00,582.13,0.0,0.0
2018-11-08 01:00:00,593.5,0.0,0.0
2018-11-08 02:00:00,570.03,0.0,0.0
2018-11-08 03:00:00,467.90333333333325,0.0,0.0
2018-11-08 04:00:00,329.545,0.0,0.0
2018-11-08 05:00:00,230.34,0.0,0.0
2018-11-08 06:00:00,121.47000000000001,0.0,0.0
2018-11-08 07:00:00,112.35,0.0,0.0
2018-11-08 08:00:00,140.10000000000002,0.0,0.0
2018-11-08 09:00:00,194.64666666666668,0.0,0.0
2018-11-08 10:00:00,217.42,0.0,0.0
2018-11-08 12:00:00,206.98,1.96,325.0
2018-11-08 13:00:00,203.78999999999996,2.8,333.0
2018-11-08 14:00:00,202.54,2.83,339.0
2018-11-08 15:00:00,204.85333333333332,2.66,355.0
2018-11-08 16:00:00,244.24333333333334,1.33,355.0
2018-11-08 17:00:00,300.57666666666665,0.0,0.0
2018-11-08 18:00:00,303.745,0.0,0.0
2018-11-08 19:00:00,313.3333333333333,0.0,0.0
2018-11-08 20:00:00,318.62666666666667,0.0,0.0
2018-11-08 21:00:00,377.185,0.0,0.0
2018-11-08 22:00:00,383.5166666666667,0.0,0.0
2018-11-08 23:00:00,446.16499999999996,0.0,0.0
2018-11-09 00:00:00,467.15333333333336,0.0,0.0
2018-11-09 01:00:00,451.92,0.0,0.0
2018-11-09 02:00:00,370.54,0.0,0.0
2018-11-09 03:00:00,339.505,0.0,0.0
2018-11-09 04:00:00,377.47333333333336,0.0,0.0
2018-11-09 05:00:00,266.96500000000003,0.0,0.0
2018-11-09 06:00:00,166.57,0.0,0.0
2018-11-09 07:00:00,126.19,0.0,0.0
2018-11-09 08:00:00,116.15333333333332,0.0,0.0
2018-11-09 09:00:00,111.20500000000001,0.0,0.0
2018-11-09 10:00:00,104.49,0.27,180.0
2018-11-09 13:00:00,164.93666666666664,3.19,250.0
2018-11-09 14:00:00,174.93999999999997,3.92,268.0
2018-11-09 15:00:00,196.57333333333335,4.46,283.0
2018-11-09 16:00:00,203.485,4.7,280.0
2018-11-09 17:00:00,221.16333333333333,3.66,278.0
2018-11-09 18:00:00,225.655,1.5,290.0
2018-11-09 19:00:00,271.40000000000003,0.0,0.0
2018-11-09 20:00:00,275.7966666666667,0.0,0.0
2018-11-09 21:00:00,278.655,0.0,0.0
2018-11-09 22:00:00,271.61,0.0,0.0
2018-11-09 23:00:00,257.20000000000005,0.0,0.0
2018-11-10 00:00:00,291.68,0.0,0.0
2018-11-10 01:00:00,287.83,0.0,0.0
2018-11-10 02:00:00,288.91,0.0,0.0
2018-11-10 03:00:00,278.48,0.0,0.0
2018-11-10 04:00:00,251.175,0.0,0.0
2018-11-10 05:00:00,167.03333333333333,0.0,0.0
2018-11-10 06:00:00,134.3,0.0,0.0
2018-11-10 07:00:00,131.73666666666668,0.0,0.0
2018-11-10 08:00:00,148.8,0.0,0.0
2018-11-10 09:00:00,157.0625,0.0,0.0
2018-11-10 10:00:00,183.745,0.55,80.0
2018-11-10 11:00:00,229.025,1.41,102.0
2018-11-10 12:00:00,225.83499999999998,2.05,80.0
2018-11-10 13:00:00,212.54000000000002,1.66,109.0
2018-11-10 14:00:00,240.64,2.75,131.0
2018-11-10 15:00:00,297.6566666666667,3.22,83.0
2018-11-10 16:00:00,252.325,3.43,62.0
2018-11-10 17:00:00,235.07000000000002,2.74,79.0
2018-11-10 18:00:00,253.78,2.4,95.0
2018-11-10 19:00:00,275.63000000000005,2.06,94.0
2018-11-10 20:00:00,306.91333333333336,2.54,101.0
2018-11-10 21:00:00,256.81,3.3,90.0
2018-11-10 22:00:00,244.40333333333334,4.01,86.0
2018-11-10 23:00:00,195.38333333333335,2.34,90.0
2018-11-11 00:00:00,223.9666666666667,1.68,101.0
2018-11-11 01:00:00,233.94,1.68,101.0
2018-11-11 02:00:00,199.33499999999998,0.0,0.0
2018-11-11 03:00:00,180.07999999999998,0.0,0.0
2018-11-11 04:00:00,149.90333333333334,2.34,50.0
2018-11-11 05:00:00,150.19,3.64,71.0
2018-11-11 06:00:00,119.87333333333333,3.8,123.0
2018-11-11 07:00:00,115.94000000000001,3.54,136.0
2018-11-11 08:00:00,93.37333333333333,1.2,131.0
2018-11-11 09:00:00,100.3,1.04,143.0
2018-11-11 11:00:00,93.71,1.84,289.0
2018-11-11 12:00:00,118.46,3.9,320.0
2018-11-11 13:00:00,128.87,2.77,354.0
2018-11-11 14:00:00,180.28999999999996,2.93,32.0
2018-11-11 15:00:00,181.86,2.15,63.0
2018-11-11 16:00:00,196.04999999999998,1.73,110.0
2018-11-11 17:00:00,193.73333333333335,1.72,105.0
2018-11-11 18:00:00,192.195,2.53,94.0
2018-11-11 19:00:00,229.65,3.36,90.0
2018-11-11 20:00:00,219.4766666666667,3.36,90.0
2018-11-11 21:00:00,213.36333333333334,1.68,90.0
2018-11-12 04:00:00,155.17000000000002,1.12,71.0
2018-11-12 05:00:00,141.41,3.36,91.0
2018-11-12 06:00:00,123.11000000000001,2.34,101.0
2018-11-12 07:00:00,103.7,1.2,90.0
2018-11-12 08:00:00,84.81666666666666,1.14,63.0
2018-11-12 09:00:00,101.755,1.21,74.0
2018-11-12 10:00:00,105.07,1.9,330.0
2018-11-12 11:00:00,148.42,2.18,316.0
2018-11-12 12:00:00,172.62,2.49,310.0
2018-11-12 13:00:00,182.23,2.45,324.0
2018-11-12 14:00:00,179.87,2.15,18.0
2018-11-12 15:00:00,180.175,2.28,60.0
2018-11-12 16:00:00,220.69333333333336,0.86,80.0
2018-11-12 17:00:00,239.75,1.68,90.0
2018-11-12 18:00:00,245.76,1.68,90.0
2018-11-12 19:00:00,195.67,0.0,0.0
2018-11-12 20:00:00,166.17000000000002,0.0,0.0
2018-11-12 21:00:00,175.13333333333333,0.0,0.0
2018-11-13 00:00:00,176.875,0.0,0.0
2018-11-13 01:00:00,200.285,0.0,0.0
2018-11-13 02:00:00,224.8,0.0,0.0
2018-11-13 03:00:00,245.1,0.0,0.0
2018-11-13 04:00:00,245.49666666666667,0.0,0.0
2018-11-13 05:00:00,197.01,2.34,101.0
2018-11-13 06:00:00,168.24666666666667,3.78,84.0
2018-11-13 07:00:00,148.275,3.89,78.0
2018-11-13 08:00:00,144.57,2.87,75.0
2018-11-13 09:00:00,178.17000000000002,2.16,62.0
2018-11-13 10:00:00,181.53500000000003,3.64,100.0
2018-11-13 11:00:00,177.2175,3.98,136.0
2018-11-13 12:00:00,166.89,3.43,122.0
2018-11-13 13:00:00,196.49749999999997,3.97,92.0
2018-11-13 14:00:00,183.39,3.62,88.0
2018-11-13 15:00:00,199.66666666666666,4.01,73.0
2018-11-13 16:00:00,208.96333333333334,3.43,56.0
2018-11-13 17:00:00,194.63750000000002,3.43,55.0
2018-11-13 18:00:00,153.885,3.92,72.0
2018-11-13 19:00:00,148.595,4.85,79.0
2018-11-13 20:00:00,130.51333333333332,5.62,95.0
2018-11-13 21:00:00,107.93666666666667,4.58,106.0
2018-11-13 22:00:00,110.7925,1.96,206.0
2018-11-13 23:00:00,65.8,1.68,60.0
2018-11-14 00:00:00,52.94,4.97,95.0
2018-11-14 01:00:00,41.425,4.18,142.0
2018-11-14 02:00:00,46.61,5.15,110.0
2018-11-14 03:00:00,66.62,5.49,94.0
2018-11-14 04:00:00,79.29,1.11,180.0
2018-11-14 05:00:00,69.88,5.62,215.0
2018-11-14 06:00:00,63.35,1.11,150.0
2018-11-14 07:00:00,32.81,4.67,45.0
2018-11-14 08:00:00,101.87333333333333,2.35,68.0
2018-11-14 09:00:00,145.095,1.69,124.0
2018-11-14 10:00:00,235.91500000000002,2.72,88.0
2018-11-14 11:00:00,100.22,4.71,94.0
2018-11-14 12:00:00,106.31,4.97,110.0
2018-11-14 13:00:00,110.78333333333335,3.65,135.0
2018-11-14 14:00:00,120.13,4.01,135.0
2018-11-14 15:00:00,123.57,4.86,120.0
2018-11-14 16:00:00,129.19,5.46,124.0
2018-11-14 17:00:00,124.535,4.91,125.0
2018-11-14 18:00:00,80.56666666666666,4.04,121.0
2018-11-14 19:00:00,38.32666666666667,4.26,112.0
2018-11-14 20:00:00,52.27333333333333,4.01,96.0
2018-11-14 21:00:00,64.17,1.68,90.0
2018-11-14 22:00:00,75.34333333333335,2.91,60.0
2018-11-14 23:00:00,77.02,6.03,95.0
2018-11-15 00:00:00,96.57000000000001,6.93,120.0
2018-11-15 01:00:00,103.78333333333335,5.82,120.0
2018-11-15 02:00:00,97.1675,5.23,115.0
2018-11-15 03:00:00,91.435,3.66,89.0
2018-11-15 04:00:00,68.12333333333333,1.68,60.0
2018-11-15 05:00:00,68.92999999999999,4.02,320.0
2018-11-15 06:00:00,70.66499999999999,4.27,352.0
2018-11-15 07:00:00,196.73250000000002,5.23,66.0
2018-11-15 08:00:00,104.61000000000001,5.17,61.0
2018-11-15 09:00:00,107.09666666666665,3.98,60.0
2018-11-15 10:00:00,81.81666666666666,2.85,60.0
2018-11-15 11:00:00,82.41999999999999,1.92,24.0
2018-11-15 12:00:00,87.80333333333333,2.65,325.0
2018-11-15 13:00:00,108.21333333333332,3.5,302.0
2018-11-15 14:00:00,138.95,3.41,320.0
2018-11-16 00:00:00,193.67999999999998,5.79,266.0
2018-11-16 02:00:00,221.36999999999998,4.06,290.0
2018-11-16 03:00:00,193.1933333333333,3.86,285.0
2018-11-16 04:00:00,166.10333333333332,5.17,239.0
2018-11-16 05:00:00,164.93666666666664,5.62,245.0
2018-11-16 06:00:00,117.41666666666667,6.35,265.0
2018-11-16 07:00:00,79.13,7.45,273.0
2018-11-16 08:00:00,73.435,7.13,271.0
2018-11-16 09:00:00,71.725,7.21,268.0
2018-11-16 10:00:00,69.1975,9.71,273.0
2018-11-16 12:00:00,77.4,11.43,269.0
2018-11-16 13:00:00,82.62,12.9,273.0
2018-11-16 15:00:00,111.25999999999999,10.63,276.0
2018-11-16 16:00:00,111.31666666666666,9.15,280.0
2018-11-16 17:00:00,99.00666666666667,7.17,282.0
2018-11-16 18:00:00,93.52333333333333,6.21,267.0
2018-11-16 19:00:00,85.76333333333332,6.09,255.0
2018-11-16 20:00:00,89.68333333333334,6.36,253.0
2018-11-16 22:00:00,97.81666666666666,6.92,256.0
2018-11-16 23:00:00,111.80333333333333,4.62,260.0
2018-11-17 00:00:00,142.36666666666667,4.67,265.0
2018-11-17 01:00:00,145.83,4.01,264.0
2018-11-17 02:00:00,128.73,4.01,264.0
2018-11-17 03:00:00,141.81,3.97,251.0
2018-11-17 17:00:00,140.8,5.12,282.0
2018-11-17 18:00:00,129.82,3.06,255.0
2018-11-17 19:00:00,123.565,2.37,240.0
2018-11-17 20:00:00,125.96,1.2,251.0
2018-11-17 21:00:00,132.87,0.0,0.0
2018-11-17 22:00:00,127.21,0.0,0.0
2018-11-17 23:00:00,117.8325,0.0,0.0
2018-11-18 00:00:00,127.7725,0.0,0.0
2018-11-18 01:00:00,136.1825,0.0,0.0
2018-11-18 02:00:00,102.59,0.0,0.0
2018-11-18 03:00:00,94.935,0.0,0.0
2018-11-18 04:00:00,87.60499999999999,0.0,0.0
2018-11-18 05:00:00,66.07000000000001,0.0,0.0
2018-11-18 06:00:00,55.79666666666666,0.0,0.0
2018-11-18 07:00:00,49.68666666666667,0.0,0.0
2018-11-18 08:00:00,65.66,0.0,0.0
2018-11-18 09:00:00,53.62,0.86,150.0
2018-11-18 10:00:00,48.815,2.35,157.0
2018-11-18 11:00:00,62.875,3.11,148.0
2018-11-18 12:00:00,78.495,3.97,142.0
2018-11-18 13:00:00,78.3,4.69,130.0
2018-11-18 14:00:00,97.11,4.84,120.0
2018-11-18 16:00:00,103.005,4.57,109.0
2018-11-18 17:00:00,103.39,3.99,105.0
2018-11-18 18:00:00,95.22,2.9,99.0
2018-11-18 19:00:00,88.85499999999999,2.64,101.0
2018-11-18 20:00:00,86.845,4.68,106.0
2018-11-18 21:00:00,94.08,5.82,110.0
2018-11-18 22:00:00,91.53250000000001,5.8,105.0
2018-11-18 23:00:00,110.315,5.23,96.0
2018-11-19 00:00:00,99.49333333333334,5.73,102.0
2018-11-19 01:00:00,94.86000000000001,6.38,110.0
2018-11-19 02:00:00,84.34,5.82,110.0
2018-11-19 03:00:00,74.12333333333333,5.74,100.0
2018-11-19 04:00:00,71.775,6.29,101.0
2018-11-19 07:00:00,80.61,6.32,116.0
2018-11-19 08:00:00,69.565,5.49,115.0
2018-11-19 09:00:00,78.17,5.66,124.0
2018-11-19 11:00:00,76.92,6.6,131.0
2018-11-19 13:00:00,79.68,6.32,108.0
2018-11-19 14:00:00,99.31,5.79,89.0
